municipality,people_insured,year,pharma_costs,gp_consultation_costs,hospital_costs,mental_healthcare_costs
DIEMEN,26110,2014,6267951.17,859070.71,30603420.94,5432881.69
DINKELLAND,26009,2014,5813830.6,791120.22,32108535.28,2260483.42
DOESBURG,11396,2014,3510837.25,449129.48,16532565.31,1926643.17
DOETINCHEM,56986,2014,16132300.84,2012256.84,72387259.87,12785552.02
DONGEN,25538,2014,6601866.7,895133.22,30533713.2,3534687.38
DONGERADEEL,24149,2014,6572422.5,893584.37,31748548.22,3716506.2
DORDRECHT,119922,2014,32452959.67,4674572.39,152251393.1,30964707.63
DRECHTERLAND,19377,2014,3568218.44,683724.16,21170018.81,2091187.29
DRIMMELEN,26835,2014,6820825.81,1033037.18,32338571.03,2480473.2
DRONTEN,39633,2014,9702893.11,1449627.84,47342697.96,5013460.7
DRUTEN,18331,2014,4840099.68,630932.24,24843986.34,2439090.77
DUIVEN,25623,2014,6401444.62,961313.21,30737229.98,3803460.23
ECHT-SUSTEREN,32061,2014,9652051.92,1476733.12,47063556.72,5234439.5
EDAM-VOLENDAM,35507,2014,9276907.11,1542564.7,44996212.97,3754131.7
EDE,110788,2014,26271735.07,3885592.5,122303654.4,19273691.06
EEMNES,8892,2014,1921115.29,302442.95,10593155.66,792050.62
EEMSMOND,16083,2014,4978507.05,699160.63,21184823.06,3902578.13
EERSEL,18433,2014,4301501.66,666829.8,23436209.12,2867862.76
EIJSDEN-MARGRATEN,24962,2014,7230554.32,1039122.05,35307401.77,3566827.03
EINDHOVEN,220767,2014,59434134.52,8277840.75,288360676.5,55352999.09
ELBURG,22890,2014,5612233.01,774850.62,28634981.89,3733187.88
EMMEN,108317,2014,32247175.18,4634537.9,163399035.8,20421682.66
ENKHUIZEN,18453,2014,4464657,618980.12,21680701.08,2752103.35
ENSCHEDE,156056,2014,40377985.69,5470242.06,204094473.9,34983006.37
EPE,32512,2014,9992668.65,1367411.51,45153739.3,5623868.89
ERMELO,26368,2014,6663876.62,899312.05,30903241.02,7152810.19
ETTEN-LEUR,42839,2014,10559407.92,1469344.74,51766507.42,6899846.54
FERWERDERADIEL,8777,2014,1804408.94,228480.11,9921481.51,1087839.16
FRANEKERADEEL,20389,2014,5452188.65,723435.7,26337629.85,5715081.65
GEERTRUIDENBERG,21694,2014,5674338.97,800676.74,25444045.65,2339347.02
GELDERMALSEN,26329,2014,6708827.72,922601.68,32432847.12,2764987.52
GELDROP-MIERLO,39195,2014,10878971.89,1571571.05,57907134.53,6267794.98
GEMERT-BAKEL,29594,2014,7083900.25,1099845.8,38270652.48,3470803.35
GENNEP,17474,2014,4405007.77,634042.08,22958962.85,2503130.12
GIESSENLANDEN,14485,2014,3589647.75,533797.76,16717259.58,1667584.22
GILZE EN RIJEN,25855,2014,6520469.96,970254.33,29803787.03,3234437.8
GOEREE-OVERFLAKKEE,48575,2014,14163922.7,1862786.61,61272879.87,6022415.41
GOES,37051,2014,11202406.57,1299311.82,47324673.1,9221431.85
GOIRLE,23153,2014,6006160.25,893035.68,28931816.13,2690990.56
GOOISE MEREN,56975,2014,13923719.16,2127886.8,73085655.18,9545952.27
GORINCHEM,35663,2014,9478217.09,1251360.43,43577010.66,6392622.49
GOUDA,71533,2014,18615155.03,2765821.71,93873397.76,11852732.96
GRAVE,12813,2014,3117747.41,437166.54,16772377.75,1707898.99
GRONINGEN,192882,2014,41700645.01,6336447.1,197429256,58608337.87
GROOTEGAST,12159,2014,2721831.22,538490.91,13232719.03,1861597.92
GULPEN-WITTEM,14489,2014,4199810.36,628846.75,19117388.41,2652328.57
HAAKSBERGEN,24455,2014,5712265.57,752920.88,31904125.82,2885564.35
HAAREN,13619,2014,3019729.05,493007.33,16225109.71,1646926.86
HAARLEM,157728,2014,35226207.08,5477161.6,183022454.1,34313822.03
HAARLEMMERLIEDE CA,5575,2014,1180653.24,230453.02,6680635.24,633768.79
HAARLEMMERMEER,145224,2014,32575498.02,5213414.8,174019999.5,21917279.11
HALDERBERGE,29707,2014,9597739.05,1020241.32,37850641.23,4931424.15
HARDENBERG,59954,2014,14163142.16,2218114.79,75565650.29,9268335.03
HARDERWIJK,46018,2014,11573925.37,1708695.44,58377412.73,8276472.77
HARDINXVELD-GIESSENDAM,17857,2014,4383990.54,598130.56,20175262.52,3042437.27
HAREN,19167,2014,4575128.54,779262.34,23421514.07,3548097.59
HARLINGEN,15812,2014,4139489.99,516364.34,20161169.05,3195072.07
HATTEM,11902,2014,3143450.22,372421.83,16212931.98,1588581.18
HEEMSKERK,39496,2014,10034150.69,1453251.42,48060862.69,5552084.99
HEEMSTEDE,26806,2014,7337435.14,991908.02,38285707.85,4152559.64
HEERDE,18699,2014,4926975.37,711585.2,24173424.99,2382368.62
HEERENVEEN,50624,2014,12817409.86,1573908.32,68837165.5,10187219.57
HEERHUGOWAARD,53618,2014,12056352.14,1977211.73,60629390.33,10878812.99
HEERLEN,87443,2014,30835820.23,4264219.02,126860467.7,26137831.22
HEEZE-LEENDE,15596,2014,4163824.3,704549.92,22851219.46,1815154.13
HEILOO,22807,2014,5044049.98,840740.9,29294498.31,4851667.45
HELLENDOORN,35906,2014,9222002.67,1349214.7,43646867.51,5085467.23
HELLEVOETSLUIS,39159,2014,10727013.77,1520389.07,51662244.12,7247084.71
HELMOND,90190,2014,23655664.66,3511649.83,117089626.7,15418922.31
HENDRIK-IDO-AMBACHT,29232,2014,7153999.04,1065121.89,37399991.26,4760884.17
HENGELO,81664,2014,20273467.09,2353875.07,98745673.67,17208463.39
HET BILDT,10355,2014,2603560.99,321951.15,13117057.6,2044647.2
HEUMEN,16827,2014,4041006.35,645352.44,21921348.98,2377817.51
HEUSDEN,43383,2014,10831543.29,1638326.27,56367640.82,7420241.53
HILLEGOM,21445,2014,5673225.35,838895.79,27994497.97,3481461.31
HILVARENBEEK,15156,2014,3877122.21,521553.32,18676886.48,1535474.6
HILVERSUM,87734,2014,22130787.23,3182509.24,111180578.8,18951317.91
HOF VAN TWENTE,35231,2014,9576629.72,1240340.29,46492299.69,3894890.39
HOLLANDS KROON,47648,2014,10794953.16,1555549.34,55405867.81,5363863.63
HOOGEVEEN,55454,2014,16274260.72,2403985.81,78937501.28,12036609.65
HOOGEZAND-SAPPEMEER,34621,2014,10636572.12,1436098.51,48451573.33,7702574.61
HOORN,72401,2014,16127302.87,2649572.88,87547550.54,13705150.22
HORST AAN DE MAAS,41789,2014,11604892.55,1662413.74,54052137.52,6344495.03
HOUTEN,48826,2014,10226882.76,1604945.05,49293645.01,8666216.08
HUIZEN,41610,2014,10304916.86,1709609.08,53516399.57,7515808.05
HULST,25318,2014,7480678.24,1001357.5,30150054.29,2298045.54
IJSSELSTEIN,34234,2014,8352119.3,1324882.11,40199085.57,5046940.83
KAAG EN BRAASSEM,25994,2014,5987847.28,974696.24,31272497.67,3268569.54
KAMPEN,51618,2014,12265688.34,1574412.95,60768392.88,7265321.7
KAPELLE,12523,2014,2794951.16,368149.32,12986184.71,1629662.56
KATWIJK,63147,2014,15908386.58,2050953.19,74147585.55,9429571.48
KERKRADE,44528,2014,15436689.75,2269697.93,64638918.22,10020554.21
KOGGENLAND,22625,2014,4243089.83,669823.15,25447961.76,2553007.99
KOLLUMERLAND CA,12895,2014,3374107.29,404847.9,15554339.18,1511383.6
KORENDIJK,10748,2014,2838574.04,427249.7,11660804.95,1246495.62
KRIMPEN AAN DEN IJSSEL,29115,2014,7545170.2,1238630.35,36891714.78,4473585.08
KRIMPENERWAARD,54240,2014,12960369.88,1927598.59,69537156.03,6411036.85
LAARBEEK,22046,2014,5884555.58,1035660.05,29482559.28,2615149.57
LANDERD,15410,2014,4135296.94,612270.45,20155914.72,1576596.27
LANDGRAAF,37116,2014,12092487.29,1678547.92,52852860.4,7064384.5
LANDSMEER,10885,2014,2626474.72,423685.12,14140488.74,1214178.65
LANGEDIJK,27408,2014,5335234.19,878023.41,31105583.43,3890919.86
LANSINGERLAND,58346,2014,11643116.15,1974486.78,59962013.91,7098468.27
LAREN,11152,2014,3010902.95,453320.86,15848277.47,1325507.26
LEEK,19631,2014,4729492.86,776635.02,23240388.24,3180239.22
LEERDAM,21062,2014,5829938.83,773809.09,27533295.22,3156477.41
LEEUWARDEN,106581,2014,26384001.34,3572568.48,129474740.4,28981787.12
LEEUWARDERADEEL,10256,2014,2423486.69,365362.9,12032581.22,1440666.02
LEIDEN,118446,2014,27244542.74,4168923.42,128090695.7,26406422.22
LEIDERDORP,26980,2014,6780571.68,973227.66,33643190.79,4661834.54
LEIDSCHENDAM-VOORBURG,73713,2014,19952020.65,2782224.48,105285088.3,14839493.65
LELYSTAD,76850,2014,21616035.45,2960447.96,102120588,15505236.78
LEUDAL,36048,2014,9295117.52,1664904.05,47246349.51,5336824.14
LEUSDEN,29252,2014,6708075.98,1027166.04,35105964.54,4624687.25
LINGEWAAL,11117,2014,2437207.81,345385.51,13968226.15,1209080.11
LINGEWAARD,45965,2014,10688020.3,1716650.3,56624070.85,7351876.19
LISSE,22543,2014,5345965.45,826288.22,27350717.88,2659871.87
LITTENSERADIEL,10970,2014,2363932.61,409013.75,11154916.96,1034643.79
LOCHEM,33651,2014,8284196.77,1083554.48,44232546.12,5002201.89
LOON OP ZAND,23167,2014,6501876.87,963094.95,31397009.9,2988834.05
LOPIK,14110,2014,2898060.13,541389.41,15237600.77,1768864.93
LOPPERSUM,10225,2014,2929665.5,429410.41,12456486.13,1899529.46
LOSSER,22482,2014,5645795.36,672888.27,31189537.32,2249751.53
MAASDRIEL,24706,2014,5647010.32,865343.55,33338892.42,3260544.05
MAASGOUW,23897,2014,7349700.44,1097881.9,34345841.97,2807539.38
MAASSLUIS,32406,2014,8545429.25,1157230.95,41234403.24,4289364.05
MAASTRICHT,113640,2014,37383338.8,5542499.25,167149999,26644484.53
MARUM,10353,2014,2498453,365403.68,10902348.66,1623943.77
MEDEMBLIK,43707,2014,9714276.25,1719983.07,48541538.36,5147449.01
MEERSSEN,19148,2014,6347536.85,929459.8,27918577.25,3345305.2
MEIERIJSTAD,79741,2014,19799248.27,3117177.63,102174196.2,10806273.55
MENAMERADIEL,13690,2014,3250144.1,476658.3,15463396.58,1738268.32
MENTERWOLDE,12294,2014,3875858.67,493051.03,17607312.96,2470666.31
MEPPEL,32991,2014,8510345.98,1310120.84,44152881.52,7070857.52
MIDDELBURG,47802,2014,11552118.54,1664178.72,50734767.71,8081868.66
MIDDEN-DELFLAND,18918,2014,3782888.21,647888.7,19861420.73,1780482.35
MIDDEN-DRENTHE,33545,2014,8497546.58,1229694.87,43653351.39,9497057.93
MILL EN SINT HUBERT,10889,2014,2854088.11,373681.73,15246089.82,1099349.32
MOERDIJK,37572,2014,10410093.99,1458243.86,47623300.21,4664911.86
MOLENWAARD,28878,2014,5986750.49,1036002.72,28896161.63,3510049.68
MONTFERLAND,35292,2014,10405826.54,1282582.73,49768823.95,5131511.41
MONTFOORT,13747,2014,2832104.37,462128.16,15009364.86,1602689.96
MOOK EN MIDDELAAR,7849,2014,1796833.69,342407.49,10318635.54,1033489.09
NEDER-BETUWE,21559,2014,6260030.92,1019203.8,26447476.96,3055036.04
NEDERWEERT,16928,2014,4387945.62,733641.46,21821998.87,2524375.4
NEERIJNEN,11945,2014,2549346.29,420381.22,13914923.89,1286346.24
NIEUWEGEIN,62112,2014,16587313.46,2290030.31,81113234.06,12076963.05
NIEUWKOOP,27238,2014,5965174.79,1028975.33,34023483.45,3108770.25
NIJKERK,41094,2014,9637480.3,1429343.68,50545833.38,5553773.62
NIJMEGEN,168522,2014,40357037.86,6491929.34,208951525.4,42237505.45
NISSEWAARD,85800,2014,26084289.98,3390784.95,120968916,14595142.24
NOORD BEVELAND,7459,2014,2153937.58,284833.67,9756784.68,924925.49
NOORDENVELD,31386,2014,7592335.25,1173064,38542987.13,5698953.03
NOORDOOSTPOLDER,45974,2014,10537643.49,1534109.77,52528243.68,5711797.05
NOORDWIJK,25655,2014,5739862.84,921613.83,29216581.79,3793345.29
NOORDWIJKERHOUT,16096,2014,3868555.75,540010.56,18876961.88,2919229.81
NUENEN CA,22796,2014,5591718.72,805051.39,33310318.85,3378981.32
NUNSPEET,26630,2014,6443087.1,949004.54,33927336.3,3859217.07
NUTH,15447,2014,4825948.13,677711.6,22435589.62,2056295.13
OEGSTGEEST,22918,2014,5182104.72,839137.75,24403261.51,4532997.99
OIRSCHOT,18239,2014,4339467.38,759689.52,22487904.05,1950718.49
OISTERWIJK,25726,2014,7591676.55,1124816.84,33404217.86,3842215.13
OLDAMBT,38715,2014,13650782.2,1714180.16,57121205.22,9632468.86
OLDEBROEK,23065,2014,5452371.16,744931.44,27227055.96,2727442.63
OLDENZAAL,32230,2014,7969594.91,1156265.03,42826835.91,4065416.77
OLST-WIJHE,17972,2014,4387340.87,662710.03,23562532.08,3065171.09
OMMEN,17452,2014,3847966.08,505746.39,21998191.33,2652185.34
ONDERBANKEN,7819,2014,2236392.32,335970.45,10903004.45,1053153.25
OOST GELRE,29695,2014,7568184.58,1102832.52,36819580.02,3873786.69
OOSTERHOUT,54251,2014,14426964.59,1741853.8,69217958.56,8817031.39
OOSTSTELLINGWERF,25888,2014,7011881.03,993711.49,31641565.54,4479712.48
OOSTZAAN,9241,2014,2183410.92,322012.53,11976293.78,958003.2
OPMEER,11640,2014,2489038.44,417467.94,13356662.5,1600589.19
OPSTERLAND,30093,2014,7026623.33,1013371.57,35638765.79,4060312.09
OSS,90324,2014,25585322.54,3569203.54,118781907.2,14346830.17
OUD-BEIJERLAND,23900,2014,6079022.96,835876.7,28894495.29,3152237.3
OUDE IJSSELSTREEK,39740,2014,10754018.68,1454027.45,50997702.41,5143148.14
OUDER-AMSTEL,13380,2014,3022148.65,463714.95,16051232.54,2304042.87
OUDEWATER,10089,2014,2423782.41,321567.3,12251902.52,999656.29
OVERBETUWE,46932,2014,11581334.75,1731098.59,57508773.55,6665347.25
PAPENDRECHT,32435,2014,8441596.68,1119871.9,43009201.47,4483656.3
PEEL EN MAAS,43385,2014,11278136.92,1965013.85,58866970,5649770.16
PEKELA,12437,2014,4356866.18,559158.84,19054400.66,2245371.84
PIJNACKER-NOOTDORP,51206,2014,10706766.37,1681383.78,57695284.59,6749862.29
PURMEREND,80295,2014,22066605.35,3260850.11,105591368.1,13226943.75
PUTTEN,24413,2014,6108691.11,945480.63,28706226.6,3936851.83
RAALTE,36886,2014,8686139.31,1240518.52,44212081.39,4995932.39
REIMERSWAAL,21624,2014,5432707.28,716262.93,22906820.48,2701304.8
RENKUM,31785,2014,9032566.91,1199111.34,43137943.78,10352799.36
RENSWOUDE,4826,2014,1030646.56,174612.38,5914305.1,557910.57
REUSEL-DE MIERDEN,12754,2014,3002726.73,446435.72,15009181.36,1468349.49
RHEDEN,44018,2014,11868421.39,1697260.99,63265770.87,7549137.67
RHENEN,19201,2014,4575937.04,630389.44,22938170.08,2405122.5
RIDDERKERK,45663,2014,12560321.08,1927954.72,60756365.88,6702712.81
RIJNWAARDEN,11049,2014,2657448.06,395195.53,14303009.23,1560957.49
RIJSSEN-HOLTEN,37930,2014,9824780.72,1426239.33,43427446.21,5184352.75
RIJSWIJK,48310,2014,14736898.63,1810768.38,69171515.52,8954292.05
ROERDALEN,20635,2014,6263945.45,907896.31,28733478.81,3769263.05
ROERMOND,57140,2014,16794395.28,2334054.29,81942095.69,13305478.85
ROOSENDAAL,77246,2014,22701117.06,2638710.94,99025148.05,14414082.74
ROTTERDAM,623988,2014,173201835.5,24387099.12,784493161.9,139241166
ROZENDAAL,1486,2014,287406.43,43975.56,1813120.71,141699.74
RUCPHEN,22399,2014,7508989.2,947490.23,32660106.11,3261380.47
S GRAVENHAGE,509208,2014,139431606,20175174.64,641723112.7,119392779.3
S HERTOGENBOSCH,151942,2014,38668828.99,5896589.94,189033961.5,32456408.38
SCHAGEN,46567,2014,10393574.44,1640012.25,54207744.59,6364477.81
SCHERPENZEEL,9483,2014,2097601.18,307656.83,10151589.55,1167779.24
SCHIEDAM,77783,2014,21461465.25,2809368.14,99586591.85,12139100.51
SCHIERMONNIKOOG,912,2014,221747.66,51618.45,917973.39,80834.69
SCHINNEN,12828,2014,3444530.03,562118.83,18099433.32,2106972.05
SCHOUWEN-DUIVELAND,33936,2014,9795784.87,1229198.59,43704554.76,4245716.15
SIMPELVELD,10505,2014,3040315.38,465811.63,13777874.49,1382896.98
SINT ANTHONIS,11702,2014,2626069.99,417532.24,12848097.22,1512275.31
SINT-MICHIELSGESTEL,28638,2014,7038939.09,1132853.37,38387550.45,3929086.75
SITTARD-GELEEN,93778,2014,30251243.27,4694317.5,131705898.7,22591138.97
SLIEDRECHT,24979,2014,7047779.28,813461.11,31460439.12,4245795.11
SLOCHTEREN,15359,2014,3861138.34,627227.65,19352449.47,1945129.3
SLUIS,22814,2014,6545425.42,839970.29,24344638.33,1591554.36
SMALLINGERLAND,55631,2014,14467254.28,1864133.97,64947061.77,14216101.78
SOEST,45974,2014,11701568.49,1716370.42,61653701.89,7811189.51
SOMEREN,18712,2014,4426505.7,669541.87,23226990.08,1883507.72
SON EN BREUGEL,16433,2014,4496572.08,576540.03,22395778.86,2057140.46
STADSKANAAL,32541,2014,10897055.54,1430748.41,49854251.95,6553818.02
STAPHORST,16187,2014,3039158.04,402824.96,17726930.46,1653244.64
STEDE BROEC,21634,2014,4974861.05,809048.62,25584162.11,2820257.13
STEENBERGEN,23323,2014,6943955.63,1019876.6,31201139.97,3359752.17
STEENWIJKERLAND,43334,2014,10879670.28,1618982.42,60093937.45,5919694.92
STEIN,25301,2014,7386150.67,1225891.61,33600383.79,4096911.86
STICHTSE VECHT,64319,2014,16113658.39,2397050.58,82120860.52,9900958.35
STRIJEN,8785,2014,2503407.62,302509.46,9860082.32,877995.97
SUDWEST-FRYSLAN,84678,2014,20119604.01,2822237.81,99136866.44,12116616.33
TEN BOER,7542,2014,1412377.25,287868.92,8280427.67,1035667.03
TERNEUZEN,52781,2014,15719977.39,2186370.87,66860815.7,4927344.79
TERSCHELLING,4804,2014,1117234.46,247056.41,4751341.07,486702.57
TEXEL,13618,2014,3652573.2,579036.58,16094135.46,1578454.19
TEYLINGEN,35757,2014,8116217,1309929.87,39482511.11,5797724.08
THOLEN,25248,2014,6982022.88,945371.02,28768490.57,3499874.9
TIEL,41782,2014,10595262.16,1606754.94,53987122.11,6908971.5
TILBURG,210481,2014,56326390.23,7811587.06,253447459.2,42575808.82
TUBBERGEN,21292,2014,4915348.86,698028.87,23330675.99,1389631.08
TWENTERAND,33905,2014,8907359.7,1252191.1,42656233.61,4415945.2
TYNAARLO,32979,2014,8018922.55,1319452.55,40194599.02,11150885.8
TYTSJERKSTERADIEL,31828,2014,7459885.56,1010209.55,37589551.03,3480515.69
UDEN,41402,2014,10896200.9,1587893.51,58900815.66,5860190.52
UITGEEST,13389,2014,2687448.55,459718.3,14579781,1556136.19
UITHOORN,28857,2014,6775796.04,971256.42,33161975.97,4254343.18
URK,19040,2014,3512580.97,585783.42,17876588.29,1359825.06
UTRECHT,330170,2014,69719304.26,11144275.91,333277925.3,81273697.84
UTRECHTSE HEUVELRUG,48206,2014,12027232.05,2031722,64693671.59,9193816.27
VAALS,7905,2014,2705855.62,376656.63,9332944.51,1595596.34
VALKENBURG AAN DE GEUL,16681,2014,5188898.3,815584.92,25796151.99,2927472.08
VALKENSWAARD,30491,2014,8571963.44,1086378.27,42640962.31,5009068.95
VEENDAM,27905,2014,8725928.64,1063763.89,39474213.56,5694792.4
VEENENDAAL,63507,2014,16687990.23,2242530.88,75454148.98,10880074.94
VEERE,21947,2014,5011523.95,785485.89,24002592.58,1722612.82
VELDHOVEN,44323,2014,11049560.92,1491877.49,59286431.18,8528293.67
VELSEN,67805,2014,17520642.4,2679567.18,90444325.62,12159759.68
VENLO,99580,2014,31329948.47,3912502.29,147817002.6,22757550.17
VENRAY,43305,2014,11951588.78,1575980.99,56217125.73,11839816.22
VIANEN,19755,2014,5050890.57,651013.1,26602542.94,2766239.11
VLAARDINGEN,71925,2014,20274304.65,2624312.34,95775078.09,12985790.72
VLAGTWEDDE,15814,2014,5204286.22,644337.16,25265138.46,2622341.05
VLIELAND,1072,2014,234213.22,46077.38,1205663.84,49084.24
VLISSINGEN,44264,2014,12423582.66,1509278.29,55698588.03,7244727.51
VOERENDAAL,12446,2014,3649474.9,527238.86,15740779.7,1986758.68
VOORSCHOTEN,25217,2014,6249843.06,968183.84,31754055.9,3879043.2
VOORST,24128,2014,6235185.19,886368.16,30161683.87,3285810.54
VUGHT,26117,2014,6236059.61,876991.73,34859460.68,7018066.12
WAALRE,17035,2014,4443807.86,626678.95,23112086.06,2434260.27
WAALWIJK,47137,2014,13026463.87,2062024.49,61941312.94,7823619.57
WADDINXVEEN,25847,2014,6355785.96,984868.8,34149025.45,2905569.74
WAGENINGEN,35174,2014,7832578.99,1157082,36828764.49,6206497.79
WASSENAAR,25198,2014,6615943.31,1028330.67,37138210.82,3616915.16
WATERLAND,17292,2014,4367105.89,652193.45,21503039.48,1852601.2
WEERT,49098,2014,14003287.97,1914692.85,72114082.76,8766534.06
WEESP,18507,2014,4077784.28,733064.26,21987027.66,2472883.77
WERKENDAM,26341,2014,6491147.28,992782.22,29678224.09,2720118.12
WEST MAAS EN WAAL,18700,2014,4452214.65,680071.78,24909842.55,2053487.74
WESTERVELD,19149,2014,4764520.48,718136.21,28137757.65,3461863.93
WESTERVOORT,15052,2014,3899766.01,577081.43,19394383.58,2700517.26
WESTLAND,103853,2014,23929915.83,3547025.06,121665948.9,13334736.96
WESTSTELLINGWERF,25756,2014,6707209.41,946074.49,35191234.5,3171243.43
WESTVOORNE,14279,2014,3959629.48,581060.79,18777289.34,2084784.46
WIERDEN,24025,2014,5852289.13,822470.6,27321729.37,2947186.73
WIJCHEN,41243,2014,10283449.05,1669238.01,55052974.9,7195408.31
WIJDEMEREN,23424,2014,5660795.79,961690.69,31148843.06,3022069.74
WIJK BIJ DUURSTEDE,23323,2014,5245142.06,791175.34,28336484.28,3347743.51
WINSUM,13862,2014,3571998.14,516444.28,15355724.7,2422553.72
WINTERSWIJK,28716,2014,7889743.13,1049414.05,36655823.3,4833856
WOENSDRECHT,20528,2014,5810738.03,771556.31,28424086.69,3375194.8
WOERDEN,50921,2014,12678321.36,1905406.25,62728308.23,9976245.23
WORMERLAND,15861,2014,3501819.36,610580.59,20919889.74,2406803.46
WOUDENBERG,12537,2014,2755429.93,409536.43,14880428.88,1853881.19
WOUDRICHEM,14489,2014,3549443.97,530844.98,15798798.2,1438279.05
ZAANSTAD,152693,2014,37645549,5624793.82,187981560.7,29558961.43
ZALTBOMMEL,27108,2014,6476686.7,1214356.89,34073489.67,3658663.38
ZANDVOORT,16853,2014,5150649.24,723736.73,26631565.96,3569606.04
ZEDERIK,13757,2014,3432735.35,515373.32,15211055.16,1295443.12
ZEEWOLDE,21891,2014,4278263.93,603028.59,22057823.44,2399652.95
ZEIST,61632,2014,15240865.55,2004955.79,77093839.03,18428680.49
ZEVENAAR,32453,2014,8606011.16,1302256.91,44226057.97,6089013.32
ZOETERMEER,124847,2014,32086299.83,4744120.58,158399351.7,24739487.51
ZOETERWOUDE,8188,2014,1793689.65,308060.78,9670118.69,997899.51
ZUIDHORN,18881,2014,4181427.04,731420.73,22175330.49,2475283.15
ZUIDPLAS,41020,2014,9538813.58,1630151.69,49995181.56,4635973.02
ZUNDERT,21266,2014,5370446.68,716420.22,24569502.05,2069788.17
ZUTPHEN,47372,2014,12677125.31,1610755.67,63434198.53,16996315.17
ZWARTEWATERLAND,22213,2014,4741163.32,755076.84,25188259.81,2165349.93
ZWIJNDRECHT,45375,2014,13705990.6,1615676.35,60167038.52,7961236.04
ZWOLLE,124933,2014,27851018.65,4158000.84,144753541.8,30779510.12
AA EN HUNZE,25483,2015,6318293.51,1040476.18,33332704.7,3243070.53
AALBURG,12995,2015,3094829.43,487705.83,15423407.85,1590836.41
AALSMEER,31741,2015,7309099.54,1120976.07,31838929.68,3436426.18
AALTEN,26845,2015,7054689.35,1175508.64,32792458.6,3378795.47
ACHTKARSPELEN,28193,2015,7410150.45,1072572.16,33147414.48,3147749.3
ALBLASSERDAM,19717,2015,5601266.22,864501.47,23856067.67,2165791.08
ALBRANDSWAARD,25202,2015,5769793.92,1001561.7,28550846.48,4586753.99
ALKMAAR,107792,2015,24637506.08,3797053.91,123716235.4,22313444.82
ALMELO,72601,2015,22491883.13,3018244.8,95530383.26,14256427.2
ALMERE,198398,2015,47416061.4,7705580.95,211860674.2,28041049.75
ALPHEN AAN DEN RIJN,108420,2015,26949014.87,4050069.83,123848593.4,13324959.1
ALPHEN-CHAAM,9913,2015,2253568.01,423323.87,11246170.55,901709.64
AMELAND,3615,2015,758169.87,214552.26,3808133.54,199544.81
AMERSFOORT,153917,2015,35618795.87,5725464.43,175988198,30085153.42
AMSTELVEEN,85410,2015,21753788.69,2835885.15,96740963.58,12269063.96
AMSTERDAM,827951,2015,252376281,30067729.78,831425987.1,208044531.2
APELDOORN,159477,2015,42092880.09,5746909.29,214099262.2,35123265.78
APPINGEDAM,12109,2015,4265757.48,569940.44,17508649.85,1595423.73
ARNHEM,152779,2015,41479722.58,5863581.17,181101466.4,32972347.03
ASSEN,67215,2015,16481145.16,2616338.24,78768213.32,20610559.25
ASTEN,16669,2015,3758301.74,674892.38,19790683.09,1557039
BAARLE-NASSAU,6560,2015,1996719.23,287350.02,9103463.19,599662.86
BAARN,24733,2015,5758864.61,909526.31,32303559.48,3595687.57
BARENDRECHT,48106,2015,11563854.08,1792801.37,55919762.36,4211174.83
BARNEVELD,54635,2015,11490198.72,1977195.57,59648448.58,6160015.08
BEDUM,10491,2015,2718600.74,329913.32,12854839.32,1472591.44
BEEK,16133,2015,4720717.82,798927.72,22381769.07,2732867.65
BEEMSTER,9028,2015,2021300.86,315838.44,10342532.16,695192.55
BEESEL,13413,2015,3842387.54,581063.11,17957949.33,2127034.87
BELLINGWEDDE,8875,2015,3114916.71,398806.55,13118018.29,1172549.2
BERG EN DAL,34766,2015,9644396.05,1533751.67,48442601.24,5019123.77
BERGEIJK,18385,2015,4240248.16,704874.54,21631377.88,1835577.58
BERGEN LB,13098,2015,3682270.93,655116.98,17708451.9,1738743.2
BERGEN NH,30093,2015,7392783.48,1108278.03,38650214.36,3174918.52
BERGEN OP ZOOM,66321,2015,20892939.97,2608753.29,87453520.37,14439233.24
BERKELLAND,44486,2015,11947294.66,1562339.75,56728872.97,5690955.43
BERNHEZE,30016,2015,7651158.06,1253747.49,36375140.93,3559269.23
BEST,29003,2015,7242858.31,1049624.12,34949426.57,3166049.81
BEUNINGEN,25409,2015,6355016.99,1047138.68,32401268.54,3205920.28
BEVERWIJK,40706,2015,11200927.16,1497900.78,49867476.48,6682302.01
BINNENMAAS,28834,2015,7487095.26,1108874.02,34047571.05,2676856.08
BLADEL,20074,2015,4924307.93,755921.33,25893060.99,2152420.12
BLARICUM,9704,2015,2362973,389362.69,13857031.17,876656.66
BLOEMENDAAL,22571,2015,5473054.58,926908.89,28290333.47,3825742.27
BODEGRAVEN-REEUWIJK,33653,2015,8167847.95,1204411.8,41752020.56,2469619.96
BOEKEL,10307,2015,2442225.1,368356.17,12608422.62,1899217.11
BORGER-ODOORN,25533,2015,7718319.81,1169951.22,36126659,3205556.22
BORNE,22258,2015,6045945.7,807083.62,27740524.83,2450999.9
BORSELE,22600,2015,5198443.54,756750.64,25787141.74,2277534.62
BOXMEER,28285,2015,7238867.12,1141597.28,35426588.45,3823835.26
BOXTEL,30648,2015,7568079.92,1382439.76,38953219.94,4711134.87
BREDA,180602,2015,46995515.89,7022224.07,206412797.2,29104047.3
BRIELLE,16739,2015,4569542.07,658369.13,21688271.69,1796245.03
